LoanAmount,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,UPDATED STATE
22854,SENCER APPRAISAL AND ASSOCIATES,1620 BALTIMORE PIKE,CHADDS FORD,PA,19327,,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
20833.33,JD HUGHES CAPITAL INC.,7800 Lenape Trail,Austin,PA,78736,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,KeyBank National Association,TX-25,TX
20833,LIMERICK EYE ASSOCIATES PC,649 N. LEWIS RD.,LIMERICK,PA,19648,621320,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
20000,"SIMEON J. OSBORN, P.S.",2025 FIRST AVENUE Suite 1200,SEATTLE,PA,98121,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,KeyBank National Association,WA-07,WA
18600,FRESH WORKS HOLME CIRCLE INC,2413 NASSAU RD,CINNAMINSON,PA,8077,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,5/1/2020,"PNC Bank, National Association",NJ-03,NJ
14700,UNITY CHURCH OF CHRIST-SBA SMALL 7A TERM,629 S. CHURCH ST.,MT. LAUREL,PA,8054,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,5/1/2020,"TD Bank, National Association",NJ-03,NJ
10205,GRACE PETROMART INC,4433 22nd Ave,Kenosha,PA,53140,,Corporation,Asian,Male Owned,Non-Veteran,,4,5/1/2020,The Huntington National Bank,WI-01,WI
7500,SHIVA INC,157 Portsmouth Ave,stratham,PA,3885,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NH-01,NH
4394,MUNDO AND ASSOCIATES LLC,45 HIGH HILL ROAD,TUXEDO PARK,PA,10987,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NY-18,NY
1687,SADDINGTON CONSTRUCTION INC-SBA SMALL 7A TERM,1164 Log College Drive,Warminster,PA,19874,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
147300,TERMINAL WAREHOUSE OPERATORS INC,"333 MEADOWLAND PKMY, 5TH FL",SEACUS,PR,7094,,Corporation,Unanswered,Unanswered,Unanswered,,16,5/1/2020,Banco Popular de Puerto Rico,NJ-09,NJ
138600,CUEVA CENTRO LLC,SEC LA MARINA CARR 19 KM 7,SAN JUAN,PR,930,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,69,5/1/2020,Banco Popular de Puerto Rico,,
95500,FARMACIA CINTRON INC,74 DR CUETO,UTUADO,PR,645,446110,Corporation,Unanswered,Unanswered,Unanswered,,16,5/1/2020,Banco Popular de Puerto Rico,,
60300,ST THOMAS CLINICAL REFERENCE LABORATORY LLC,"211 Medical Art Complex, Estate Altona and Welgunst",St thomas,PR,802,424210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,5/1/2020,Banco Popular de Puerto Rico,VI-,VI
51000,INTERAMERICAN UNLIMITED DRUG INC,CARR 152 KM 8.0 BARRIO QUEBRADILLAS,BARRANQUITAS,PR,762,,Corporation,Unanswered,Male Owned,Non-Veteran,,13,5/1/2020,Banco Popular de Puerto Rico,,
44600,ANGELS OF CITY FOR CHILDRENS INC,URB ROYAL TOWN 78 CALLE A50,BAYAMON,PR,95,,Corporation,Unanswered,Unanswered,Unanswered,,34,5/1/2020,Banco Popular de Puerto Rico,,
35000,"BLUE ALTERNATIVE MANAGEMENT, LLC","We Work, 54 West 40th St.",New York,PR,10018,523930,Corporation,Unanswered,Unanswered,Unanswered,,4,5/1/2020,Banco Popular de Puerto Rico,NY-10,NY
31100,PRODUCTOS DE BEBE EL SUROESTE INC,72 CALLE 25 DE JULIO,YAUCO,PR,689,,Corporation,Unanswered,Male Owned,Non-Veteran,,7,5/1/2020,Banco Popular de Puerto Rico,,
30700,FUTURE LEARNING FLC CORP,CARR 2 KM 92 HM 3 CALLE ROSAELENA CHICO #3,CAMUY,PR,626,611699,Corporation,Unanswered,Unanswered,Unanswered,,28,5/1/2020,Banco Popular de Puerto Rico,,
23400,"TENNYSON TAVERN, INC.",3218 Contant,Charlotte Amalie,PR,802,722410,Corporation,Unanswered,Male Owned,Unanswered,,9,5/1/2020,Banco Popular de Puerto Rico,VI-,VI
22600,CARIBBEAN LIBRARY CONSULTING CORP,villa clementina este calle nueva e8,GUAYNABO,PR,989,541611,Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,Banco Popular de Puerto Rico,,
22400,RICLEM ENVIRONMENTAL SERVICES CORP,CARR 168 KM 1 HM 0    BO HATO TEJAS,BAYAMON,PR,930,562910,Corporation,Unanswered,Unanswered,Unanswered,,5,4/29/2020,Banco Popular de Puerto Rico,,
20800,JOSE A MONTES MERCADO,MANATI MEDICAL PLAZA SUITE 108,MANATI,PR,654,999990,Partnership,Unanswered,Male Owned,Non-Veteran,,1,5/1/2020,Banco Popular de Puerto Rico,,
20600,UTUADO MINI MARKET CORPORATION,1 AVENIDA HERRERA,UTUADO,PR,641,445120,Corporation,Unanswered,Male Owned,Non-Veteran,,5,5/1/2020,Banco Popular de Puerto Rico,,
19000,HACIENDA LOMA ALTA INC,carr. 124 Km 20.2 Bo. Espino,Lares,PR,668,111339,Corporation,Unanswered,Male Owned,Non-Veteran,,10,5/1/2020,Banco Popular de Puerto Rico,,
18400,LF FAM LLC,HATO TEJAS CARR 2 ESQ CARR 866,BAYAMON,PR,619,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5/1/2020,Banco Popular de Puerto Rico,,
15800,JOSE AUTO AIR DISTRIBUTORS CORP,URB NOTRE DAME E27 AVE MUNOZ MARIN,CAGUAS,PR,724,,Corporation,Unanswered,Male Owned,Non-Veteran,,5,5/1/2020,Banco Popular de Puerto Rico,,
12500,LUIS A IRIZARRY RODRIGUEZ,CENTRO COMERCIAL LOS CAOBOS 775 CALLE CAOBA STE 50,PONCE,PR,66039,,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,3,5/1/2020,Banco Popular de Puerto Rico,KS-02,
12500,GUILLERMO MARTINEZ RUBIO,1673 HUNTIGFORD DR,MARIETTA,PR,30068,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Banco Popular de Puerto Rico,GA-06,GA
7900,"GRUPO NORTE, INC.",urb country club GQ19,CAROLINA,PR,98,,Corporation,Unanswered,Male Owned,Non-Veteran,,2,5/1/2020,Banco Popular de Puerto Rico,,
7000,TOMAS RODRIGUEZ LOPATEGUI,1607 ponce de leon suite 313,SAN JUAN,PR,937,,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Banco Popular de Puerto Rico,,
7000,NELSON J VELEZ GONZALEZ,EL BRUJO ROSARIO POBLADO 4 CALLE ANSELMO SERRANO,ROSARI,PR,636,,Self-Employed Individuals,Unanswered,Male Owned,Unanswered,,1,5/1/2020,Banco Popular de Puerto Rico,,
6600,KATHERINE OJEDA,3656 west Chase Village INN Apt H Peachtree,Atlanta,PR,30092,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Banco Popular de Puerto Rico,GA-07,GA
3500,DR CARLOS CARRION RIOS,CALLE LUIS MUNOZ RIVERA #40,YABUCOA,PR,776,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,5/1/2020,Banco Popular de Puerto Rico,,
1300,JOEL A MARTINEZ DBA JIREH AUTO DETAILING,urb bella vista  x 9 calle 27,bayamon,PR,56179,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Banco Popular de Puerto Rico,,
117791,"BREAD UNLIMITED LLC, DBA CRUGNALE BAKERY",11 Newark St,Providence,RI,2980,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,5/1/2020,Customers Bank,,
15000,LUXURY NAILS AND SPA-SBA SMALL 7A TERM,3460 Mendon Roadd,Cumberland,RI,2684,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",,
14745,ANTHONY E BROWN LOGISTICS LLC-SBA SMALL 7A TERM,1434 Meadowview Lane,Lugoff,RI,29078,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",SC-05,SC
134839.25,OLIPHANT &AMP; COMPANY INC,1589 CEDARHURST RD,CHESTER,SC,29705,493110,Corporation,Unanswered,Unanswered,Unanswered,,15,5/1/2020,Synovus Bank,,
50000,SERENE MANAGEMENT SC LLC,"200 HILLCREST DRIVE, UNIT C",LAURENS,SC,29350,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,24,5/1/2020,Fifth Third Bank,,
34400,WYOMED LABORATORY INC,917 CAROLINA CIR,ANDERSON,SC,29621,541380,Corporation,Unanswered,Unanswered,Unanswered,,4,4/9/2020,The Peoples Bank,WY-,
24657,GRUBHOUSE LLC-SBA SMALL 7A TERM,111 S. Independence Mall East,Philadelphia,SC,19106,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",PA-03,PA
17762,WOLTER INC,353 King St,Charleston,SC,39401,999990,Corporation,Unanswered,Unanswered,Unanswered,,8,5/1/2020,Synovus Bank,MS-04,
17707.5,MAX CUMMINGS,"801 NORTH LAKE DRIVE, SUITE 200",LEXINGTON,SC,20907,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5/1/2020,Synovus Bank,MD-08,
13000,360 FLOORS & MORE LLC,1621 Augusta Road,West Columbia,SC,26170,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,Synovus Bank,WV-01,
11197,MORRISVILLE SENIOR SERVICES CENTER-SBA SMALL 7A TERM,31 E. CLEVELAND AVE,MORRISVILLE,SC,19067,,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,5/1/2020,"TD Bank, National Association",PA-01,PA
10846.65,"OSBY'S AUTO SALES, LLC",3725 River Dr,Columbia,SC,39201,441110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,Synovus Bank,MS-03,
10832.5,STEPHENS GENERAL CONTRACTING,"104 Oxmoor Road, Suite 144",Birmingham,SC,35209,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Synovus Bank,AL-07,AL
7408.32,"STONE APPRAISAL SERVICES, INC.","155 Bankers Blvd, Suite D400",Monroe,SC,30655,531320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Synovus Bank,GA-10,GA
2900,JH PHOTOGRAPHY LLC,153 Swartz Drive,Wagener,SC,29264,541921,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,WebBank,,
19840,BARTS REPAIR,1589 30TH AVE,GARRETSON,SD,57030,811111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3,4/27/2020,Sioux Falls FCU,MN-01,
145289.22,"JUST JUMP BRISTOL, LLC",3101 Browns Mill Road,JOHNSON CITY,TN,37604,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,73,4/5/2020,Bank of Tennessee,FL-11,
24307,"LOTUS CHEMICALS CO., INC.",12430 HIGHWAY 3 STE E7,WEBSTER,TN,77598,324122,Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"Bank of America, National Association",TX-22,TX
19100,HRCOM INC,CARR 771 KM 0 HM 0 BO PUEBLO LA VEGA,Barranquitas,TN,794,,Corporation,Unanswered,Unanswered,Unanswered,,10,5/1/2020,Banco Popular de Puerto Rico,PR-,PR
17500,OSSORIO &AMP; ASSOCIATES,7160 Tchulahoma Road,SOUTHAVEN,TN,38671,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,5/1/2020,"JPMorgan Chase Bank, National Association",MS-01,MS
3750,"VALER'S, LLC",108 Cedar Ridge Dr,LA VERGNE,TN,37086,811192,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/15/2020,"SouthTrust Bank, National Association",TX-20,
2613.75,COURTNEY KING,120 Everett Ave,Dyersburg,TN,30024,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Celtic Bank Corporation,GA-07,
99847,"COTTON ELECTRIC SERVICE, INC.",1130 S Cedar Ridge,Duncanville,TX,75317,238210,Corporation,Unanswered,Unanswered,Unanswered,,11,5/1/2020,"JPMorgan Chase Bank, National Association",,
97600,"24HR STAFFING, INC.",1221 W Airport Freeway #221,Irving,TX,7502,561320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,5/1/2020,"Zions Bank, A Division of",NJ-09,
70641,ALEXANDERS SUBWAYS,851 Country Club Rd,El Paso,TX,79932,722513,Sole Proprietorship,Unanswered,Unanswered,Non-Veteran,,16,5/19/2020,Northeast Bank,NM-02,
69890,SPLASH FAM LLC,2628 Long Prairie Rd,FLOWER MOUND,TX,92688,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25,5/1/2020,"JPMorgan Chase Bank, National Association",CA-45,
69060,GASTON'S SALON INC DBA GASTON'S SALON AND SPA,N/A,N/A,TX,,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,5/1/2020,"JPMorgan Chase Bank, National Association",,
66790,"RRR HYPERBARICS 4, LLC",1720 FM 544,LEWISVILLE,TX,76506,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,5/1/2020,"JPMorgan Chase Bank, National Association",,
65152,"DISCOUNT HELIUM OF DALLAS, INC.",post office box 872062,MESQUITE,TX,71587,424690,Corporation,Unanswered,Unanswered,Unanswered,,4,5/1/2020,"JPMorgan Chase Bank, National Association",,
62702,HYPERION SAFETY SERVICES LLC,4621 JAMESTOWN,BATON ROUGE,TX,70808,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5/1/2020,Hancock Whitney Bank,LA-06,LA
60762,GHKSG INC DBA SUITS U #5 DBA SUITS U #5,N/A,N/A,TX,,,Corporation,Unanswered,Unanswered,Unanswered,,7,5/1/2020,"JPMorgan Chase Bank, National Association",,
50045,RANI HOTEL LLC,5220 Lovington Hwy,Hobbs,TX,88240,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,4/28/2020,Vista Bank,NM-02,NM
45406,"ENTHOLPY EMC, INC.",440 COBIA DR,KATY,TX,77494,541211,Corporation,Asian,Male Owned,Non-Veteran,,5,4/28/2020,"SouthTrust Bank, National Association",CA-17,
44385,GAME SEVEN HOLDINGS LLC,3839 McKinney Ave,DALLAS,TX,74024,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5/1/2020,"JPMorgan Chase Bank, National Association",,
40000,BLUE ROCK 3684,1698 Saint Michaels Drive,Santa Fe,TX,87505,999990,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0,5/1/2020,Cross River Bank,NM-03,NM
36895,"INVASION ICE HOUSE, LLC",610 indepedence,NEW ORLEANS,TX,70117,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,5/1/2020,"JPMorgan Chase Bank, National Association",LA-01,LA
30832,JONATHAN C CHENG MD PLLC,N/A,N/A,TX,,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",,
30000,"LY KING BUFFET, LLC",N/A,N/A,TX,,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"JPMorgan Chase Bank, National Association",,
29375,TECHNOGIZMO,3971 Chesapeake Ln,HEARTLAND,TX,75129,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,5/1/2020,"JPMorgan Chase Bank, National Association",,
27417,"FREAKY FINDZ, LLC",651 N. Business Ih 35,NEW BRAUNFELS,TX,79130,315280,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,5/1/2020,"JPMorgan Chase Bank, National Association",,
25000,BLUE ROCK 2526,3526 Zafarano Drive,Santa Fe,TX,87507,999990,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0,5/1/2020,Cross River Bank,NM-03,NM
23750,"MUKTA INVESTMENTS, LLC",N/A,N/A,TX,,523910,Corporation,Unanswered,Male Owned,Unanswered,,4,5/1/2020,"JPMorgan Chase Bank, National Association",,
21800,KING KITCHEN REPAIR INC,301 Main Street Plaza,Schertz,TX,78178,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,5/1/2020,"Newtek Small Business Finance, Inc.",,
19502,LEGACY ESTATES LLC,N/A,N/A,TX,,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",,
19299,GRIDLEY LLC,1717 MCKINNEY AVENUE SUITE 100,DALLAS,TX,70202,561990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
17940,"ROCK SOLID VA, LLC",General Delivery,ARGYLE,TX,85142,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",AZ-04,
16775,NARAHANA INC DBA EMPIRE CENTRAL CAFE &AMP; GRILL,N/A,N/A,TX,,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"JPMorgan Chase Bank, National Association",,
14375,"VCO2 LITTLE TOKYO, INC",2200 S. 10TH STREET STE VC02,MCALLEN,TX,7850,722511,,Unanswered,Unanswered,Unanswered,,7,5/1/2020,TCF National Bank,NJ-07,
14100,HAMLET HAIR CLOTHING & RIMS LLC,17350 State Highway 249 Ste. 220,HOUSTON,TX,77064,484121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/9/2020,First National Bank Texas,AZ-08,
13160,NIMRI CORPORATION,5682 meadowbrook dr,FORT WORTH,TX,56112,445110,Corporation,Unanswered,Unanswered,Unanswered,,3,5/1/2020,"JPMorgan Chase Bank, National Association",,
12700,GREAT ILLUSION PHOTO,2520 Rodeo Plaza,FORT WORTH,TX,76154,541921,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4,5/1/2020,"JPMorgan Chase Bank, National Association",,
12672,RIDGE S MASTERS,N/A,N/A,TX,,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,5,5/1/2020,"JPMorgan Chase Bank, National Association",,
12570,URBAN COTTAGE,N/A,N/A,TX,,445291,Partnership,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"JPMorgan Chase Bank, National Association",,
12027,THOR ENTERPRISES LLC,N/A,N/A,TX,,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",,
11375,ATTICUS FILMS LLC,2807 ALLEN ST UNIT 801,DALLAS,TX,75204,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",,
10000,CINDERELLA KIRBY CORPORATION,1903 KESWICK COURT,"PEARLAND, TEXAS 77581",TX,24470,999990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,5/1/2020,"JPMorgan Chase Bank, National Association",,
9349,DALEY BOYS INC,1202 E 3RD,BURKBURNETT,TX,79354,721211,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
8900,THIMOS PASCHALIS,147 Oak Estates Drive,Conroe,TX,7384,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Zions Bank, A Division of",,
8800,KOA KENPO MARTIAL ARTS & FITNESS LLC,8747 Grissom Rd,SAN ANTONIO,TX,78251,611620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5/1/2020,"Newtek Small Business Finance, Inc.",,
6808,DRAKES STUDIO 21,2700 N. O'CONNOR,IRVING,TX,76062,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Bank of America, National Association",,
5000,DEHRI JANNAT ENTERPRISE INC,5000 katy mills mall,KATY,TX,74494,561499,Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"JPMorgan Chase Bank, National Association",,
77693,MCSWAIN DATA GROUP INC,2591 W 700 S STE 12,SPRINGVILLE,UT,85831,999990,Corporation,Unanswered,Male Owned,Non-Veteran,,,5/1/2020,"Wells Fargo Bank, National Association",,
31700,CLEARER VIEW LLC,14638 s 2700 w,Bluffdale,UT,86065,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,5/1/2020,"Zions Bank, A Division of",,
27700,"MORPH2O WATER MANAGEMENT, LLC",3998 Madison Avenue,South Ogden,UT,88403,541380,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,4,5/1/2020,"Zions Bank, A Division of",,
23600,HAGMAN TRUCKING INC,6729 S 6250 S,Myton,UT,87052,484110,Corporation,Unanswered,Female Owned,Non-Veteran,,2,5/1/2020,"Zions Bank, A Division of",NM-03,
18700,"MURTLE, LLC",894 S 1100 E,Orem,UT,85097,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Zions Bank, A Division of",,
10000,KIMBERLEY S MORRISON,13810 viewfield ct,HOUSTON,UT,77059,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",TX-36,TX
9900,REFLECTIONS SALON,1553 South 1100 East,Salt Lake City,UT,85105,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Zions Bank, A Division of",,
8100,"JACK L BRAUER DDS, A PROFESSIONAL CORPORATION",725 Cari Ln,Midway,UT,94049,621210,Subchapter S Corporation,Unanswered,Unanswered,Non-Veteran,,1,5/1/2020,"Zions Bank, A Division of",,
54800,SD CARTER ENTERPRISE LLC,3251 Old Hwy,Fairfax,VA,22330,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,5/1/2020,"PNC Bank, National Association",,
49341,SIMAGLIO INC,7220 HANCOCK VILLAGE DR,CHESTERFIELD,VA,23820,722513,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
48607,JOB SOCIETY LLC-SBA SMALL 7A TERM,1015 15th St NW,Washington,VA,20005,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",DC-,DC
34400,POWER TRAIN SPORTS VIRGINIA LLC,20099 Ashbrook Place,Ashburn,VA,17545,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,5/1/2020,"PNC Bank, National Association",PA-11,
30245,AQUATIC ADVENTURES INC.,2007 ELECTRIC ROAD,ROANOKE,VA,24108,611620,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
22930,TSC NH02 LLC,1600 Woodbury Avenue,Portsmouth,VA,3801,999990,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,0,5/1/2020,Cross River Bank,NH-01,NH
20900,CUMBERLAND HEALTH SERVICES INC,1503 SLATE CREEK RD,GRUNDY,VA,24614,446110,Corporation,White,Unanswered,Unanswered,,0,4/27/2020,Legacy Bank,WV-03,
15025.84,CHRIS BURKE,506 Shaw Rd,Sterling,VA,20266,812990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,5/1/2020,Celtic Bank Corporation,DC-,
13611,PAINT YOUR HEART OUT INC,125 MILL STREET,OCCOQUAN,VA,20125,453220,Corporation,Unanswered,Female Owned,Non-Veteran,,,5/1/2020,"Wells Fargo Bank, National Association",,
12890,GRAINGER COMMERCIAL GRADING INC,99 Bluegrass Court,CLARKSVILLE,VA,23927,238910,Corporation,Unanswered,Unanswered,Unanswered,,0,4/29/2020,Truist Bank d/b/a Branch Banking & Trust Co,NC-01,
10300,DAVID ASBY DBA BEAGLE'S ADDITIONS & MORE,5220 Iowa Ave,NORFOLK,VA,23513,541110,Corporation,Unanswered,Unanswered,Unanswered,,1,6/8/2020,Truist Bank d/b/a Branch Banking & Trust Co,GA-11,
8400,A LA  CARTE INC,19376 ROUGES SQ,LEESBURG,VA,20176,485320,Corporation,Unanswered,Unanswered,Unanswered,,0,4/27/2020,MainStreet Bank,MD-04,
6500,"SAMS FOOD DISTRIBUTOR,INC",2NDO PISO CALLE DE DIEGO 102,San Juan,VI,907,424490,Corporation,Unanswered,Male Owned,Non-Veteran,,2,5/1/2020,Banco Popular de Puerto Rico,PR-,PR
27500,QW ZAK INC D/B/A CHURCHS CHICKEN,2309 SOUTH BRANCH DR,ARLINGTON,VT,76001,,Corporation,Unanswered,Male Owned,Non-Veteran,,11,5/1/2020,"JPMorgan Chase Bank, National Association",TX-06,TX
12217,BUBBLE WASH III LLC,3025 Mechanicsville Turnpike,Richmond,VT,23223,811192,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",VA-04,VA
8750,MI SUNG,8624 Augustine Rd.,IRVING,VT,75063,443142,Corporation,Unanswered,Unanswered,Unanswered,,3,5/1/2020,"JPMorgan Chase Bank, National Association",TX-24,TX
6175,AMERICAN LEGION 656,4444 W. Illinois Ave,DALLAS,VT,75211,813410,Corporation,Unanswered,Male Owned,Veteran,,4,5/1/2020,"JPMorgan Chase Bank, National Association",TX-33,TX
